,date,restaurant_id,*,**,***
29591,2009-10-14,ZBEn2EYb,8,1,2
24703,2009-10-14,dj3dDA39,3,0,2
12932,2009-10-14,dj3dNLO9,0,0,0
334,2009-10-14,m0oW1gEG,7,1,1
2040,2009-10-14,m0oWpzOG,3,1,0
30015,2009-10-14,p03868Om,4,1,0
31127,2009-10-14,xWoYy9oK,2,0,0
10238,2009-10-15,0j3Lpj3r,5,0,0
3993,2009-10-15,geEVVdEz,4,0,0
4454,2009-10-15,njoZ6Dor,5,0,2
29632,2009-10-15,v5oJJJoB,0,0,0
20743,2009-10-15,wmo7R93q,8,0,0
33392,2009-10-15,xWoYRrOK,5,0,0
28107,2009-10-16,8KoAbYO6,3,0,0
32156,2009-10-16,8xEx930k,13,0,0
16595,2009-10-16,B1oXzNEV,0,0,0
33419,2009-10-16,Pk3wyDOd,1,0,0
5767,2009-10-16,Y1Em1lEw,0,0,0
19031,2009-10-16,ZBEnlqoY,6,0,0
13650,2009-10-16,eVOBL3jr,6,0,1
7571,2009-10-16,ekE4K6O2,1,0,0
33593,2009-10-16,geEVbBEz,19,2,8
17671,2009-10-16,p038keEm,0,0,0
14779,2009-10-16,xWoYbaOK,3,1,2
28067,2009-10-19,B1oXqQOV,1,0,0
9917,2009-10-19,N6OkMX3x,3,0,0
28595,2009-10-19,WwOaVdEB,17,3,5
7913,2009-10-19,ekE4grO2,0,0,0
27870,2009-10-19,m0oWrz3G,6,1,3
22165,2009-10-19,p038ZeOm,0,0,1
31331,2009-10-20,6Wo2y539,0,0,2
32432,2009-10-20,JBEy7ao8,4,0,0
970,2009-10-20,JBEyR138,1,0,0
32248,2009-10-20,JGoNea3L,5,0,0
22908,2009-10-20,Pk3wZ5Ed,5,0,0
30566,2009-10-20,ZBEn5vOY,1,0,1
31161,2009-10-20,m0oWRQ3G,0,0,0
31506,2009-10-20,m0oWqlEG,2,0,0
4445,2009-10-20,nkOvQ8oB,0,0,0
21799,2009-10-20,nkOvmLoB,0,0,0
11567,2009-10-20,p0389Dom,10,1,1
6063,2009-10-20,p038ZeOm,0,0,0
31295,2009-10-20,we39yD3k,3,0,0
15589,2009-10-21,0j3LRMOr,0,0,1
26278,2009-10-21,8x3zZz3k,4,0,0
18754,2009-10-21,JBEyMRE8,1,0,0
19575,2009-10-21,KAoKa9Eg,2,1,1
14826,2009-10-21,Pk3w11Od,1,0,1
2793,2009-10-21,Pk3w9DOd,9,1,2
28129,2009-10-21,WeEeeVEa,2,0,0
9255,2009-10-21,WeEegaoa,0,0,0
19812,2009-10-21,ZBEn2WEY,8,1,1
13063,2009-10-21,eVOBAJoj,3,1,0
32529,2009-10-21,m0oWNg3G,6,0,0
262,2009-10-21,nkOvn7OB,3,0,1
5799,2009-10-21,rJoQ6WOV,4,1,0
8351,2009-10-21,rNo6RLo6,1,0,1
32035,2009-10-21,v5oJ1j3B,4,1,0
13997,2009-10-21,v5oJk7OB,5,2,1
31661,2009-10-22,1m3M69oB,2,0,0
13263,2009-10-22,7RO5RBEq,3,0,1
28646,2009-10-22,8gOqpro2,4,1,0
12112,2009-10-22,8xExD7E0,2,0,0
11371,2009-10-22,Pk3wQ9Od,4,2,0
9772,2009-10-22,Y1EmgVow,7,1,2
21304,2009-10-22,lnORbLON,6,0,0
8127,2009-10-22,rNo6gqO6,1,0,0
6353,2009-10-22,we392Nok,1,0,0
31827,2009-10-22,wmo7R93q,8,1,0
19990,2009-10-22,xWoY9KoK,4,0,0
6515,2009-10-23,1JEbjYER,1,1,0
10585,2009-10-23,8xEx930k,8,0,0
23805,2009-10-23,B1oXK63V,0,0,0
12254,2009-10-23,B1oXw63V,10,0,0
14372,2009-10-23,JBEyAaE8,0,0,0
27977,2009-10-23,JGoNRBoL,6,0,0
32500,2009-10-23,KAoKRZ3g,0,0,0
20519,2009-10-23,V430M7oB,5,1,2
10532,2009-10-23,WeEedMOa,6,0,0
33459,2009-10-23,XJ3rApER,1,0,0
9811,2009-10-23,ZBEnlqoY,6,0,0
20933,2009-10-23,eVOB76Ej,0,0,0
12274,2009-10-23,m0oWLPOG,0,0,0
21138,2009-10-23,m0oWpzOG,3,1,0
10134,2009-10-23,nkOvZOBW,0,0,0
25830,2009-10-23,qN3glYoA,1,0,0
15545,2009-10-23,rNo6DdE6,12,1,2
11307,2009-10-23,v5oJn1oB,0,0,0
22923,2009-10-23,we39w9Ok,0,0,0
26288,2009-10-26,1JEbzJER,7,1,3
27984,2009-10-26,6Wo2y539,0,0,2
7252,2009-10-26,8gOqY0O2,0,0,0
11163,2009-10-26,JGoNea3L,5,0,0
30788,2009-10-26,N6OknGox,3,0,1
20980,2009-10-26,WeEevd3a,4,0,0
16684,2009-10-26,WwOaZpEB,7,0,0
32770,2009-10-26,dj3dao9v,0,0,0
19169,2009-10-26,qN3gVgEA,2,0,0
9051,2009-10-26,we39dvEk,5,0,0
23891,2009-10-26,we39vDok,4,0,0
6365,2009-10-26,wmo7R93q,0,1,0
31877,2009-10-26,ydEjYdOW,11,1,0
27986,2009-10-26,ydEjw23W,0,0,0
14074,2009-10-27,1m3MZYoB,7,1,0
29109,2009-10-27,1m3MxLEB,0,0,0
25515,2009-10-27,6VOpzQ3L,2,0,0
27708,2009-10-27,8x3zeREk,4,0,1
9964,2009-10-27,JBEy7ao8,4,0,0
11793,2009-10-27,N6OkKQOx,0,0,0
17356,2009-10-27,WeEe2m3a,2,0,0
9754,2009-10-27,XJ3r0YOR,7,1,1
13654,2009-10-27,njoZKJOr,8,2,0
30127,2009-10-27,nkOvLx3B,3,0,0
33415,2009-10-27,rJoQ1GoV,6,0,0
26773,2009-10-27,rNo69l36,0,0,0
24075,2009-10-27,rNo6lgE6,6,1,1
1443,2009-10-27,rNo6v6o6,0,0,0
29480,2009-10-27,we39yD3k,3,0,0
4441,2009-10-27,xWoYbaOK,3,1,2
31377,2009-10-28,6Wo29y39,2,1,0
17147,2009-10-28,7RO5njEq,5,0,0
17314,2009-10-28,8x3zQZEk,11,0,3
31784,2009-10-28,8x3zZz3k,4,0,0
28711,2009-10-28,8x3zy2Ek,8,2,1
25272,2009-10-28,9JoPdvo8,5,1,0
11640,2009-10-28,B1oXvlEV,0,0,0
12153,2009-10-28,Pk3w65Ed,8,1,1
30084,2009-10-28,XJ3rnY3R,1,0,0
32905,2009-10-28,eVOBbJOj,4,1,1
25300,2009-10-28,geEVKJ3z,12,1,3
28106,2009-10-28,m0oWNg3G,6,0,0
27144,2009-10-28,qN3gb2EA,2,0,0
5425,2009-10-28,rNo6Zqo6,4,0,0
10537,2009-10-28,wmo7Kvoq,2,1,0
19711,2009-10-29,0j3LRMOr,0,0,1
10503,2009-10-29,0j3Lpj3r,5,0,0
19293,2009-10-29,1JEbbJER,3,0,0
2540,2009-10-29,1m3MYb3B,2,0,0
29763,2009-10-29,1m3MaY3B,0,0,0
29660,2009-10-29,8xExay30,5,0,2
24822,2009-10-29,N6OkzKox,4,0,1
12506,2009-10-29,NbE1wPoJ,1,0,0
1254,2009-10-29,Pk3wVVEd,0,0,0
22780,2009-10-29,WeEeLrOa,3,0,0
19742,2009-10-29,WeEeYwEa,0,0,0
14463,2009-10-29,geEVABOz,2,0,0
9095,2009-10-29,lnORmdoN,9,2,1
21181,2009-10-29,qN3g0goA,1,1,0
25403,2009-10-29,rNo65X36,3,1,0
1424,2009-10-29,rNo6RLo6,1,0,1
30993,2009-10-29,xWoYRrOK,5,0,0
10757,2009-10-30,0ZED1B3D,0,0,0
21535,2009-10-30,1JEbBNER,2,0,2
3369,2009-10-30,1m3MYb3B,2,0,0
29145,2009-10-30,6K3lZqOz,10,2,0
32405,2009-10-30,6Wo2LYE9,0,0,0
20800,2009-10-30,7RO5RBEq,3,0,1
29724,2009-10-30,8gOqLAo2,6,0,5
15048,2009-10-30,8gOqpro2,4,1,0
16572,2009-10-30,8x3zA9Ek,3,1,2
5422,2009-10-30,8xEx5V30,3,0,2
8490,2009-10-30,KAoK7Bog,0,0,0
1176,2009-10-30,VpoGwQor,5,0,0
11864,2009-10-30,dj3dnLO9,0,0,0
7410,2009-10-30,ekE4X0E2,0,0,3
13032,2009-10-30,lnOR2aON,0,0,0
4460,2009-10-30,lnORbLON,6,0,0
10519,2009-10-30,nkOvn7OB,3,0,1
29209,2009-10-30,qN3gjQEA,18,1,3
20513,2009-10-30,we398ZEk,2,0,1
22788,2009-10-30,we39Rvok,0,0,0
30990,2009-10-30,we39V5ok,0,0,0
18279,2009-10-30,xWoY9KoK,4,0,0
19856,2009-10-30,ydEjDdoW,8,1,2
1775,2009-11-02,0j3LDa3r,2,1,1
1678,2009-11-02,0j3Lb6Or,3,0,1
30907,2009-11-02,1JEbzJER,7,1,3
5254,2009-11-02,8x3zQZEk,11,0,3
1972,2009-11-02,8x3zeREk,4,0,1
29281,2009-11-02,JGoNRBoL,6,0,0
6372,2009-11-02,Pk3wVEd9,5,1,1
1932,2009-11-02,V430l53B,4,1,0
25658,2009-11-02,WeEevd3a,4,0,0
16445,2009-11-02,WeEewmoa,11,0,2
1477,2009-11-02,WwOazzEB,11,1,3
16500,2009-11-02,dj3dqNo9,1,0,1
18049,2009-11-02,we39dvEk,5,0,0
1530,2009-11-02,wmo7kRoq,2,0,0
12677,2009-11-03,6VOpqqEL,1,0,0
9243,2009-11-03,6Wo2YN39,2,0,0
1454,2009-11-03,7RO5DXoq,2,0,0
16499,2009-11-03,8gOqM0O2,7,0,1
29442,2009-11-03,VpoGkwor,0,0,0
4531,2009-11-03,WwOalJoB,8,0,3
3705,2009-11-03,XJ3r0YOR,7,1,1
9796,2009-11-03,dj3d25O9,2,0,0
23194,2009-11-03,eVOB0r3j,0,0,0
6279,2009-11-03,ekE4X0E2,0,0,3
23274,2009-11-03,njoZw1Or,2,0,2
13978,2009-11-03,p038lg3m,2,0,1
26365,2009-11-03,qN3gVgEA,2,0,2
29369,2009-11-03,xWoYbaOK,0,0,1
26169,2009-11-03,ydEjYdOW,11,1,0
25943,2009-11-04,0j3LDa3r,2,1,1
27850,2009-11-04,6K3lDk3z,3,1,0
11389,2009-11-04,8x3z0QOk,3,0,0
4254,2009-11-04,eVOB91oj,5,0,0
27906,2009-11-04,eVOBbJOj,5,1,1
26220,2009-11-04,ekE4DKE2,6,1,1
27842,2009-11-04,rJoQ6WOV,4,1,0
14395,2009-11-04,wmo7Kvoq,2,1,0
18595,2009-11-05,8KoAjKO6,0,0,0
6250,2009-11-05,B1oX66EV,9,2,0
19738,2009-11-05,B1oXWY3V,0,0,0
508,2009-11-05,JGoNa83L,4,0,0
28945,2009-11-05,Pk3w9DOd,9,1,2
95,2009-11-05,ekE4zro2,1,0,0
8125,2009-11-05,lnORdd3N,0,0,0
32058,2009-11-05,njoZw1Or,2,0,2
22328,2009-11-05,qN3g0goA,1,1,0
30545,2009-11-05,we398ZEk,2,0,1
11706,2009-11-05,we39KlOk,4,1,0
18451,2009-11-05,we39mA3k,12,1,2
23913,2009-11-05,xWoYbaOK,0,0,1
27401,2009-11-06,0j3LZNOr,9,1,2
2302,2009-11-06,1m3MdkEB,3,0,0
18800,2009-11-06,6K3lZqOz,10,2,0
18951,2009-11-06,8gOqLAo2,6,0,5
5586,2009-11-06,9JoPdvo8,5,1,0
22571,2009-11-06,Pk3wkV3d,5,0,0
27647,2009-11-06,geEVwJ3z,3,0,0
25148,2009-11-06,njoZyY3r,4,0,0
6286,2009-11-06,qN3gjQEA,18,1,3
33075,2009-11-06,we396vok,9,1,2
15038,2009-11-06,we39gROk,1,0,0
16272,2009-11-06,wmo7BG3q,7,1,0
3419,2009-11-06,ydEjDdoW,8,1,2
19239,2009-11-09,0ZEDZ4oD,5,0,0
12373,2009-11-09,1JEb713R,7,0,0
17905,2009-11-09,1JEbjYER,0,1,0
14596,2009-11-09,6VOpNb3L,2,0,0
10953,2009-11-09,8x3zRN3k,3,0,0
16666,2009-11-09,9JoP9QO8,2,0,0
24648,2009-11-09,N6OknGox,3,0,1
22566,2009-11-09,WwOaZpEB,7,0,0
11442,2009-11-09,eVOBbJOj,1,0,0
25665,2009-11-09,geEVbBEz,6,1,1
23975,2009-11-09,lnORmdoN,7,1,0
21012,2009-11-09,m0oWpzOG,0,1,0
29266,2009-11-09,m0oWrz3G,3,1,0
19282,2009-11-09,nkOvgaEB,3,0,2
22164,2009-11-09,ydEja1OW,0,0,0
19732,2009-11-10,6K3l2KOz,0,0,0
16174,2009-11-10,6K3lDk3z,3,1,0
25229,2009-11-10,8gOqM0O2,7,0,1
9672,2009-11-10,V430l53B,4,1,0
24501,2009-11-10,dj3d0r39,4,1,1
31679,2009-11-10,njoZJAor,1,0,0
22849,2009-11-10,njoZKJOr,8,2,0
28893,2009-11-10,rJoQnlOV,0,0,0
22380,2009-11-10,rNo65X36,3,1,0
8385,2009-11-10,wmo7ePEq,5,1,2
14548,2009-11-12,0ZEDL8ED,2,0,0
4988,2009-11-12,1m3MZYoB,7,1,0
28439,2009-11-12,8x3zA9Ek,3,1,3
5979,2009-11-12,8xEx44E0,5,1,1
1510,2009-11-12,8xExGBO0,1,0,0
7428,2009-11-12,N6OkGOxz,3,0,0
11383,2009-11-12,N6OkzKox,4,0,1
26020,2009-11-12,NbE14yOJ,2,0,0
12956,2009-11-12,WwOakY3B,1,0,0
11815,2009-11-12,WwOalJoB,8,0,3
24303,2009-11-12,XJ3rnY3R,1,0,0
14026,2009-11-12,Y1Em1GEw,0,0,0
32509,2009-11-12,Y1EmbA3w,1,0,2
5739,2009-11-12,dj3dkaE9,5,0,0
31504,2009-11-12,ekE4DKE2,6,1,1
26598,2009-11-12,m0oW2d3G,2,0,3
14084,2009-11-12,m0oWdROG,7,1,0
4199,2009-11-12,nkOvJ8OB,0,0,0
23807,2009-11-12,p038p43m,5,1,1
17322,2009-11-12,rNo66Ko6,30,2,12
21146,2009-11-13,0j3LZNOr,9,1,2
26215,2009-11-13,0j3LvDOr,0,0,0
25856,2009-11-13,6Wo29y39,2,1,0
9098,2009-11-13,8x3z5bEk,0,0,0
19682,2009-11-13,8x3zy2Ek,8,2,1
1662,2009-11-13,8xExk4O0,7,0,4
22281,2009-11-13,9JoPKv38,9,1,5
16799,2009-11-13,JGoNa83L,4,0,0
11124,2009-11-13,KAoKbp3g,1,0,2
28552,2009-11-13,N6OkgKOx,3,1,0
3599,2009-11-13,NbE12N3J,3,0,1
22372,2009-11-13,Pk3w65Ed,8,1,1
5059,2009-11-13,Pk3wVEd9,5,1,1
13743,2009-11-13,Pk3wZKEd,5,0,1
18374,2009-11-13,Pk3wkV3d,5,0,0
16784,2009-11-13,V430G4EB,2,0,0
24108,2009-11-13,eVOB91oj,5,0,0
18851,2009-11-13,geEVKJ3z,12,1,3
32800,2009-11-13,geEVwJ3z,3,0,0
9065,2009-11-13,m0oW5wEG,2,0,0
3458,2009-11-13,njoZ2Aor,0,0,1
29509,2009-11-13,njoZyY3r,4,0,0
13679,2009-11-13,p038843m,0,0,0
4950,2009-11-13,qN3gVgEA,1,0,2
3218,2009-11-13,rNo6Zqo6,4,0,0
18899,2009-11-13,v5oJLjEB,1,0,0
1077,2009-11-13,we396vok,9,1,2
20009,2009-11-14,8gOqPxo2,2,0,0
9044,2009-11-16,0ZEDZ4oD,5,0,0
13239,2009-11-16,0j3Lb6Or,0,0,0
19507,2009-11-16,1JEb713R,7,0,0
26854,2009-11-16,1JEbVeER,8,0,0
15896,2009-11-16,6K3lb8Oz,4,1,1
24798,2009-11-16,6K3lj6Oz,0,0,0
20064,2009-11-16,7RO5njEq,5,0,0
3657,2009-11-16,8gOqPxo2,2,0,0
25414,2009-11-16,8x3zVQ3k,0,0,0
1576,2009-11-16,8xExay30,5,0,2
14255,2009-11-16,B1oXdQoV,0,0,0
33268,2009-11-16,B1oXqYOV,4,1,0
10448,2009-11-16,WwOazzEB,11,1,3
15679,2009-11-16,XJ3rDpOR,5,0,1
868,2009-11-16,ZBEnpYoY,0,0,0
1370,2009-11-16,ekE4kYO2,2,0,0
28060,2009-11-16,geEV7v3z,6,0,0
30743,2009-11-16,geEVJzEz,5,0,0
28243,2009-11-16,nkOvgaEB,0,0,0
16745,2009-11-16,p038Lz3m,0,0,0
3165,2009-11-16,qN3gjQEA,3,0,1
32307,2009-11-16,we39G0Ok,0,0,3
7413,2009-11-16,wmo7ePEq,0,0,0
4921,2009-11-16,wmo7mPEq,3,0,0
7299,2009-11-17,0j3L7vEr,2,1,0
6611,2009-11-17,6VOpGaoL,0,0,0
12869,2009-11-17,9JoPW538,4,1,0
19340,2009-11-17,NbE1V83J,3,0,0
3140,2009-11-17,V430zyOB,0,0,0
21296,2009-11-17,WwOa9zOB,2,0,0
25568,2009-11-17,dj3d0r39,4,1,1
14203,2009-11-17,dj3dgrE9,5,1,0
26083,2009-11-17,m0oWqlEG,2,0,0
27250,2009-11-17,nkOvKLEB,5,0,0
38,2009-11-17,qN3g0goA,1,1,0
31,2009-11-18,0ZEDBxoD,3,0,0
8890,2009-11-18,1JEbKN3R,4,0,0
19781,2009-11-18,6VOpgQoL,2,0,0
7688,2009-11-18,8xExm730,0,0,0
4687,2009-11-18,9JoPQZO8,0,0,0
31794,2009-11-18,JBEyXBO8,6,0,2
8571,2009-11-18,Pk3wKx3d,0,0,0
734,2009-11-18,VpoGArEr,6,0,3
6721,2009-11-18,njoZLBEr,3,0,0
7222,2009-11-18,rJoQvaOV,15,0,2
28110,2009-11-18,xWoYgdEK,9,1,1
30892,2009-11-18,ydEjV9EW,3,0,0
27313,2009-11-19,0ZED4pED,7,0,0
17727,2009-11-19,0ZEDnpoD,6,0,0
24006,2009-11-19,8KoAN6O6,0,0,0
14873,2009-11-19,8KoAk4E6,1,1,0
22685,2009-11-19,B1oX66EV,9,2,0
8088,2009-11-19,KAoK16Eg,1,0,0
19189,2009-11-19,N6OkzKox,2,0,1
12706,2009-11-19,Pk3w2qEd,2,0,0
26398,2009-11-19,ZBEnXKoY,2,0,0
15905,2009-11-19,geEVw53z,3,0,1
12609,2009-11-19,m0oWJl3G,4,0,1
21592,2009-11-19,we39KlOk,4,1,0
31068,2009-11-19,we39mA3k,12,1,2
26069,2009-11-19,ydEjV9EW,3,0,0
6406,2009-11-20,1JEbN7ER,1,0,0
9369,2009-11-20,6K3lQqoz,1,0,0
29433,2009-11-20,9JoPKv38,9,1,5
21168,2009-11-20,B1oXk63V,6,0,3
14660,2009-11-20,JBEyG0o8,9,1,0
9773,2009-11-20,N6Ok8QEx,0,0,0
4607,2009-11-20,N6OkgKOx,3,1,0
33630,2009-11-20,NbE12N3J,3,0,0
391,2009-11-20,Pk3wZKEd,5,0,1
16155,2009-11-20,Y1EmbA3w,1,0,2
25268,2009-11-20,dj3deXo9,2,1,0
14721,2009-11-20,dj3dkaE9,5,0,0
19641,2009-11-20,geEVKJ3z,7,0,1
22486,2009-11-20,geEVVkEz,2,0,0
1272,2009-11-20,lnORzeON,0,1,0
20724,2009-11-20,m0oWBg3G,0,0,2
433,2009-11-20,m0oWDJOG,0,0,0
18550,2009-11-20,m0oWdROG,7,1,0
14652,2009-11-20,nkOvRxOB,0,0,0
15653,2009-11-20,v5oJwbOB,2,2,0
13342,2009-11-20,wmo7BG3q,7,1,0
14094,2009-11-23,1JEbnwER,5,0,1
9458,2009-11-23,1JEbpMoR,0,0,0
22236,2009-11-23,1m3Mj9oB,4,2,0
3315,2009-11-23,6K3lb8Oz,4,1,1
24165,2009-11-23,6VOpGaoL,0,0,0
29886,2009-11-23,8x3zG9ok,2,0,0
15802,2009-11-23,8xExzJo0,0,0,0
4348,2009-11-23,9JoPW538,4,1,0
18235,2009-11-23,JGoNk8OL,6,1,1
5011,2009-11-23,dj3dwXE9,4,1,0
8684,2009-11-23,eVOBqJoj,6,0,3
5380,2009-11-23,geEV5BOz,2,0,0
10767,2009-11-23,geEV7v3z,6,0,0
14479,2009-11-23,m0oWyPEG,5,1,0
14130,2009-11-23,njoZKbOr,2,0,0
31621,2009-11-23,xWoYMGoK,1,1,1
7854,2009-11-24,1JEbKN3R,4,0,0
31011,2009-11-24,6VOpLmOL,2,0,0
16166,2009-11-24,8x3zwbok,11,1,2
24536,2009-11-24,B1oXk63V,6,0,3
3717,2009-11-24,JBEymJE8,0,0,0
4339,2009-11-24,N6OklmEx,6,0,1
20455,2009-11-24,N6OkppEx,3,0,0
23032,2009-11-24,VpoGPPOr,0,0,0
6661,2009-11-24,dj3dxN39,0,0,0
7341,2009-11-24,p038D3md,2,0,0
32422,2009-11-24,p038p43m,5,1,1
19148,2009-11-24,rJoQ9loV,20,0,8
15902,2009-11-24,v5oJ9J3B,2,0,0
2724,2009-11-24,v5oJroBL,2,0,0
30962,2009-11-25,1JEbVeER,8,0,0
30968,2009-11-25,1JEbnwER,5,0,0
10675,2009-11-25,8KoA76E6,6,0,0
26010,2009-11-25,8xEx2Bo0,3,0,5
13202,2009-11-25,9JoPXeo8,2,0,0
16100,2009-11-25,JGoNQg3L,2,0,0
20978,2009-11-25,VpoGArEr,6,0,3
12249,2009-11-25,ZBEnaqOY,7,0,0
15534,2009-11-25,ekE42No2,3,1,0
11231,2009-11-25,ekE4DKE2,1,0,0
19281,2009-11-25,ekE4VZo2,3,0,0
24636,2009-11-25,geEVJzEz,5,0,0
29865,2009-11-25,geEVYYOz,13,1,1
25456,2009-11-25,m0oW5wEG,2,0,0
25140,2009-11-25,nkOvPX3B,2,0,1
25858,2009-11-25,nkOvZZOB,0,0,0
31000,2009-11-25,v5oJwbOB,2,2,0
3654,2009-11-25,we39G0Ok,0,0,3
6777,2009-11-25,wmo7mPEq,3,0,0
1913,2009-11-27,1JEbnwER,2,0,0
12838,2009-11-27,6Wo29y39,2,1,0
10676,2009-11-27,8xEx1730,0,0,0
13642,2009-11-27,eVOBgpEj,4,0,1
4350,2009-11-30,1m3MZYoB,4,0,1
22920,2009-11-30,B1oXqYOV,3,1,0
23906,2009-11-30,KAoKbp3g,1,0,2
15331,2009-11-30,N6Ok2Qox,4,0,0
28403,2009-11-30,N6OklmEx,6,0,1
24374,2009-11-30,NbE1bk3J,4,0,2
3490,2009-11-30,Y1Em7Wow,3,0,2
27407,2009-11-30,Y1EmkAow,9,1,1
21251,2009-11-30,dj3daao9,4,0,1
31502,2009-11-30,dj3dgrE9,5,1,0
30005,2009-11-30,ekE4WLO2,9,1,0
13714,2009-11-30,geEVpBoz,1,0,1
15268,2009-11-30,lnOR16oN,7,0,0
21409,2009-11-30,m0oWJl3G,4,0,1
24062,2009-11-30,njoZLBEr,3,0,0
30965,2009-11-30,nkOvKLEB,5,0,0
20088,2009-11-30,rNo6Ag36,3,0,0
9812,2009-11-30,v5oJMA3B,1,0,0
3628,2009-12-01,0ZED4pED,7,0,0
2118,2009-12-01,0ZEDnpoD,6,0,0
1381,2009-12-01,0j3L7vEr,2,1,0
2284,2009-12-01,6VOprd3L,1,0,0
2587,2009-12-01,8KoA15o6,3,0,2
33681,2009-12-01,8xExJeo0,7,1,0
18701,2009-12-01,8xExj9o0,0,0,0
15319,2009-12-01,JBEyG0o8,9,1,0
22539,2009-12-01,Pk3wL9od,2,0,0
19867,2009-12-01,Pk3wQ9Od,2,0,1
3157,2009-12-01,V430Lq3B,0,0,0
10093,2009-12-01,XJ3rDpOR,5,0,1
25576,2009-12-01,p038M4om,2,0,0
12160,2009-12-01,rJoQ9loV,6,0,3
9375,2009-12-01,we39eN3k,8,1,0
7623,2009-12-01,wmo7nP3q,2,0,0
17443,2009-12-02,0ZED0WED,3,1,1
13810,2009-12-02,1m3MAy3B,0,0,0
1911,2009-12-02,6Wo2B6o9,6,1,1
4278,2009-12-02,8KoA76E6,6,0,0
27177,2009-12-02,B1oXBmEV,5,1,0
4718,2009-12-02,JBEyXBO8,6,0,3
31113,2009-12-02,NbE1vJ3J,4,0,0
11896,2009-12-02,Pk3wQ9Od,2,0,1
25212,2009-12-02,WeEere3a,0,0,0
22340,2009-12-02,WwOaYnOB,3,0,0
4787,2009-12-02,Y1Emwnow,6,0,1
22772,2009-12-02,ZBEnaqOY,6,0,0
25771,2009-12-02,dj3deXo9,2,1,0
23171,2009-12-02,eVOBqJoj,6,0,3
24825,2009-12-02,ekE4GjO2,3,0,1
12450,2009-12-02,ekE4zo2Q,0,0,0
18253,2009-12-02,geEVMJOz,2,0,1
8262,2009-12-02,geEVYYOz,7,1,1
13448,2009-12-02,lnORzeON,0,1,0
13213,2009-12-02,m0oWBg3G,0,0,2
16974,2009-12-02,njoZ5X3r,5,0,1
246,2009-12-02,qN3gYnOA,7,1,1
24117,2009-12-02,rJoQvaOV,9,0,0
5431,2009-12-02,we39ZAok,10,1,1
3639,2009-12-02,xWoYgdEK,9,1,1
20964,2009-12-02,ydEjQ2OW,15,1,1
27049,2009-12-02,ydEjdVoW,3,0,4
8546,2009-12-03,1JEbamOR,9,1,2
5497,2009-12-03,6K3lq8oz,4,0,2
15059,2009-12-03,6Wo29y39,2,1,0
32243,2009-12-03,B1oX4moV,7,1,1
29172,2009-12-03,Pk3w4wod,6,0,3
26401,2009-12-03,Pk3wxVod,16,1,2
26100,2009-12-03,VpoGpvOr,4,0,0
27616,2009-12-03,Y1EmZ93w,5,0,0
17423,2009-12-03,dj3dlN39,2,0,0
9817,2009-12-03,lnOReVoN,3,1,1
32153,2009-12-03,lnORvnON,1,1,0
16241,2009-12-03,njoZ6vor,6,1,1
20347,2009-12-03,njoZgbOr,5,1,0
33361,2009-12-03,p038De3m,6,0,1
24969,2009-12-04,1m3MnDoB,0,0,1
1101,2009-12-04,8xEx2Bo0,3,0,5
13132,2009-12-04,8xExWyO0,7,1,0
16322,2009-12-04,JBEyXBO8,0,0,1
9434,2009-12-04,V430e1oB,5,0,0
511,2009-12-04,WeEemVEa,2,0,0
16351,2009-12-04,eVOBgpEj,4,0,1
10821,2009-12-04,geEV5BOz,2,0,0
14473,2009-12-04,p038dX3m,0,0,0
31462,2009-12-04,rNo66Ko6,5,0,0
21073,2009-12-04,rNo6aa36,0,0,0
9970,2009-12-04,xWoYMGoK,1,1,2
17310,2009-12-04,xWoYNjOK,0,0,0
9984,2009-12-07,0j3L2NOr,4,0,0
6993,2009-12-07,1m3Mj9oB,4,2,0
8768,2009-12-07,8KoA15o6,3,0,2
4375,2009-12-07,8KoAJzO6,3,0,1
16492,2009-12-07,8x3z2Z3k,6,0,1
6123,2009-12-07,B1oXBmEV,5,1,0
26508,2009-12-07,JBEyj138,1,1,3
1471,2009-12-07,JGoNk8OL,6,1,1
1085,2009-12-07,N6Ok2Qox,4,0,0
25708,2009-12-07,N6OklmEx,0,0,1
32303,2009-12-07,NbE1dNOJ,1,0,2
18602,2009-12-07,WeEe6W3a,7,0,1
12198,2009-12-07,XJ3rqqER,4,0,1
32057,2009-12-07,Y1EmdlOw,0,0,0
27565,2009-12-07,ekE4GjO2,3,0,1
19066,2009-12-07,lnOR16oN,7,0,0
12906,2009-12-07,lnORDD3N,2,0,0
32635,2009-12-07,m0oWqlEG,2,1,0
17344,2009-12-07,m0oWyPEG,5,1,0
10349,2009-12-07,p038NDOm,10,1,1
12672,2009-12-07,wmo7QQEq,0,0,0
16994,2009-12-08,6Wo2ngo9,5,0,0
10979,2009-12-08,8KoA76E6,4,0,0
20469,2009-12-08,8gOqleo2,0,0,0
15845,2009-12-08,8xExqB30,1,0,0
2832,2009-12-08,9JoPaeO8,2,0,0
1796,2009-12-08,JGoN9b3L,8,1,2
17472,2009-12-08,KAoKlKOg,3,0,0
26771,2009-12-08,WeEeQWEa,3,2,0
11801,2009-12-08,WwOaPzoB,2,0,0
17860,2009-12-08,dj3dB5O9,2,0,0
19440,2009-12-08,rJoQ9loV,6,0,3
20764,2009-12-08,rJoQGvEV,2,0,0
3446,2009-12-08,v5oJroBL,2,0,0
31459,2009-12-08,we399N3k,0,0,0
